['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2016-5,2016-5,True,2016-5,2016-5,May2016
2016-5,2016-5,True,2016-5,2016-5,LinkedMap for bounded caches (#5621)
2016-5,2016-5,True,2016-5,2016-5,May fixes and debt
2016-5,2016-5,True,2016-5,2016-5,fix #5888
2016-5,2016-5,True,2016-5,2016-5,Joh/zonedebt
2016-5,2016-5,True,2016-5,2016-5,remove Unnecessary IModeSupportChangedEvent
2016-5,2016-5,False,,2016-5,fixes issue with array iterator
2016-6,2016-5,True,2016-6,2016-5,Improve Open in Terminal in Mac
2016-5,2016-5,False,,2016-5,fixed #6009
2016-5,2016-5,True,2016-5,2016-5,Stacks
2016-5,2016-5,False,,2016-5,fix #6062 and #1064
2016-5,2016-5,True,2016-5,2016-5,Support Vuejs file (fix #6290)
2016-5,2016-5,True,2016-5,2016-5,Add support for external grammar injections
2016-5,2016-5,False,,2016-5,"Fix German Translation of ""Tabs"""
2016-5,2016-5,True,2016-5,2016-5,Return 0 if extension already installed
2016-5,2016-5,True,2016-5,2016-5,Do not autoclose `'`
2016-5,2016-5,False,,2016-5,Fix Korean translation
2016-5,2016-5,True,2016-5,2016-5,add touch screen tap support for reference search
2016-5,2016-5,True,2016-5,2016-5,fix #5918
2016-6,2016-5,False,,2016-5,Add lots of useful Rust Snippets
2016-5,2016-5,True,2016-5,2016-5,Fix feedback form styles in high contrast theme
2016-5,2016-5,False,,2016-5,Bug fix 3077
2016-5,2016-5,False,,2016-5,extensions: Ensure make uses tab instead of space.
2016-6,2016-5,True,2016-6,2016-5,Gutter icon background size limited
2016-8,2016-5,False,,2016-5,Fix Jade syntax highlighting issues
2016-5,2016-5,True,2016-5,2016-5,Sandy/css variables
2016-5,2016-5,True,2016-5,2016-5,Adding extra file extensions/names to ini and shell script extensions
2016-5,2016-5,True,2016-5,2016-5,Have --verbose work on the bin command
2016-5,2016-5,True,2016-5,2016-5,Rename Css -> CSS
2016-5,2016-5,False,,2016-5,Create yotovlimited
2016-5,2016-5,True,2016-5,2016-5,Add .babelrc to json mimetype
2016-6,2016-5,True,2016-6,2016-5,Horizontal selection movement implemented
2016-5,2016-5,False,,2016-5,Remove bold font style in the Solarized themes
2016-5,2016-5,False,,2016-5,Dispose themeChangeListener in markdownExtension
2016-5,2016-5,False,,2016-5,Suggest list item text ellipsis fixed
2016-6,2016-5,True,2016-6,2016-5,Unstage selected ranges
2016-6,2016-5,True,2016-6,2016-5,Add actions to workbench registry for staging and unstaging the active file
2016-7,2016-5,False,,2016-5,add editor.action.undoAddSelection
2016-5,2016-5,True,2016-5,2016-5,Pull request to address #6909
2016-5,2016-5,True,2016-5,2016-5,Fixes #6916: Remove type parameters rule from JavaScript grammar
2016-5,2016-5,True,2016-5,2016-5,Option to hide the status bar implemented
2016-5,2016-5,True,2016-5,2016-5,Tyriar changes for June
2016-6,2016-5,True,2016-6,2016-5,Allow zooming with ctrl+mousewheel combination
2016-5,2016-5,False,,2016-5,Allow custom integrated terminal background and foreground colors
2016-9,2016-5,False,,2016-5,Show the total number of matches in the Search tab
2016-6,2016-5,True,2016-6,2016-5,Add setting for fontSize and lineHeight to the integrated terminal
2016-5,2016-5,False,,2016-5,Add cs to the list of C# aliases
2016-6,2016-5,True,2016-6,2016-5,Fix #4255
2016-8,2016-5,True,2016-8,2016-5,Fix for issue 1490
2016-5,2016-5,True,2016-5,2016-5,Joh/paths
2016-6,2016-6,True,2016-6,2016-6,Allow disabling parameter hints
2016-6,2016-6,True,2016-6,2016-6,Adding autocomplete values of to input/select/textarea
2016-6,2016-6,False,,2016-6,Refresh explorer view after loading all package.json of extensions.
2016-6,2016-6,True,2016-6,2016-6,Support for before & after decorations
2016-6,2016-6,True,2016-6,2016-6,Open editors list lost middle click to close file (fixes #7162)
2016-6,2016-6,True,2016-6,2016-6,Reset skip flag to false to fix skipping rest of string
2016-6,2016-6,False,,2016-6,Debug: Fix setConfiguration error when name is null or undefined
2016-6,2016-6,False,,2016-6,Initial implementation of quick-fix support for typescript
2016-6,2016-6,True,2016-6,2016-6,Tyriar/xtermjs terminal
2016-6,2016-6,True,2016-6,2016-6,Add Productivity into extension categories
2016-7,2016-6,True,2016-7,2016-6,On mac ctrl-n should behave exactly like DownArrow
2016-6,2016-6,True,2016-6,2016-6,Highlight .mk files as a Makefile
2016-6,2016-6,True,2016-6,2016-6,Fix removal of /usr/bin link when upgrading package
2016-6,2016-6,True,2016-6,2016-6,Fixes #7366 Remove leaked breakpoint after stopping with run-to-cursor
2016-6,2016-6,True,2016-6,2016-6,Fixes 7369: report RunToCursorAction as not supported when session not stopped
2016-6,2016-6,False,,2016-6,Refactaring Hex RGB to Basic color name
2016-6,2016-6,True,2016-6,2016-6,Show warning for a long commit message
2016-6,2016-6,True,2016-6,2016-6,Added .dsql and .psql filetypes
2016-6,2016-6,True,2016-6,2016-6,Prefill new issue via Help > Report Issues
2016-6,2016-6,True,2016-6,2016-6,Add multiple terminals
2016-6,2016-6,True,2016-6,2016-6,Refactored PowerShell language definitions
2016-6,2016-6,True,2016-6,2016-6,explore #7182
2016-6,2016-6,True,2016-6,2016-6,Open empty window on 'activate' when all windows are closed (OS X)
,2016-6,False,,2016-6,Add find all button
2016-7,2016-6,False,,2016-6,Git blame support
2016-6,2016-6,True,2016-6,2016-6,Add an option to display control characters
2016-6,2016-6,False,,2016-6,Indentation conversion commands adjusted
2016-6,2016-6,False,,2016-6,Create css extension
2016-7,2016-6,False,,2016-6,Fix extract when fileName is a directory
2016-6,2016-6,False,,2016-6,Ignore IntelliJ IDE directory
2016-6,2016-6,True,2016-6,2016-6,Added remove and disable all breakpoints actions to the command palette
2016-6,2016-6,False,,2016-6,Add doctype to webview html
2016-6,2016-6,True,2016-6,2016-6,Debug: Fix setConfiguration error when name is null or undefined
2016-6,2016-6,True,2016-6,2016-6,extract markdown into an extension
2016-6,2016-6,True,2016-6,2016-6,menu bar extensions
2016-6,2016-6,True,2016-6,2016-6,Multiple terminal management
2016-6,2016-6,True,2016-6,2016-6,UI support for TimeTravel Debugging
2016-6,2016-6,False,,2016-6,Markdown plugins
2016-6,2016-6,False,,2016-6,Fix dom.getRelativeTop
2016-6,2016-6,True,2016-6,2016-6,Editor DND with split support
2016-6,2016-6,True,2016-6,2016-6,Add 'vscode' as a keyword in the .desktop file
2016-6,2016-6,True,2016-6,2016-6,fix : Standalone Monaco text edit validation
2016-6,2016-6,True,2016-6,2016-6,"docs(vscode.d.ts): fix typo (""a a"" --> ""a"")"
2016-6,2016-6,False,,2016-6,find free port based on node-portfinder package
2016-6,2016-6,True,2016-6,2016-6,Fix markdown issues
2016-6,2016-6,True,2016-6,2016-6,Support Emmet for Sass and Stylus
2016-6,2016-6,True,2016-6,2016-6,tsconfig : make the module resolution explicit
2016-6,2016-6,True,2016-6,2016-6,Added order to snippet tab stops
2016-6,2016-6,True,2016-6,2016-6,Support for Emmet preferences and syntaxProfiles
2016-6,2016-6,False,,2016-6,Array.concat
2016-7,2016-6,False,,2016-6,[Clojure] Fix regexp_escaped_char rule with double slash precedence
2019-4,2016-6,False,,2016-6,Fix endLine parameter in problem matchers
2016-6,2016-6,True,2016-6,2016-6,fix 'shaddow' typo
2016-6,2016-6,True,2016-6,2016-6,Treat `.webmanifest` files as JSON
2016-6,2016-6,True,2016-6,2016-6,Fix typo 
2016-6,2016-6,True,2016-6,2016-6,Addition of USE EXEC OPENQUERY syntax
2016-11,2016-6,False,,2016-6,find free port based on node-portfinder package
2016-6,2016-6,True,2016-6,2016-6,refine menu contributions
2016-6,2016-6,True,2016-6,2016-6,Fix - instantiate was misspelled as instanciate
2016-6,2016-6,True,2016-6,2016-6,Tyriar/run selected text in terminal
2016-7,2016-6,True,2016-7,2016-6,New cursor animation styles implemented
2016-6,2016-6,True,2016-6,2016-6,[emmet] Support all the features
2016-7,2016-6,False,,2016-6,# ## Pound Hash signs should not be marked as comments in SQL
2017-6,2016-6,False,,2016-6,refactored serviceCollection
2016-6,2016-6,False,,2016-6,Font-weight is now numerically light. Fixes #6759
2016-6,2016-6,False,,2016-6,Tab color refinements
2016-6,2016-6,True,2016-6,2016-6,Fix emmet error decoding DataURI without workspace
2016-7,2016-6,False,,2016-6,replace settings variables in debugger config #8042
2016-6,2016-6,True,2016-6,2016-6,"fix for ""screen cheese with long error messages"""
2016-9,2016-6,False,,2016-6,Zoom level indicator has been placed into the statusbar
2016-7,2016-6,False,,2016-6,Git status representation in the explorer viewlet implemented
2016-6,2016-6,True,2016-6,2016-6,Emmet: add support for toggle comment
2016-6,2016-6,True,2016-6,2016-6,Emmet: canceling wrap shouldn't add tab to the active editor
2016-7,2016-6,False,,2016-6,Emmet: guaranteed applying new preferences
2016-8,2016-6,False,,2016-6,ability to evaluate variables in user/workspace settings
2016-6,2016-6,True,2016-6,2016-6,Use old-style icons for terminal and panel
2016-7,2016-6,False,,2016-6,Emmet: show error when the path is located outside the current workspace
2016-7,2016-6,False,,2016-6,Bgashler1/color b
2016-7,2016-7,True,2016-7,2016-7,Remove .pp from Ruby extension list. Issue #5366
2016-7,2016-7,True,2016-7,2016-7,Update to Electron 1.x
2016-7,2016-7,True,2016-7,2016-7,Add Selection To Previous Find Match
2016-9,2016-7,False,,2016-7,Enable file actions in search results viewlet
2016-7,2016-7,True,2016-7,2016-7,docs(LanguageConfiguration): fix typo (interfaces --> interface)
2016-7,2016-7,True,2016-7,2016-7,shut up asar
2016-7,2016-7,True,2016-7,2016-7,Fix did not removed css class dropfeedback
2016-7,2016-7,True,2016-7,2016-7,"Fixes #6938: Integrated terminal non-falsey shell exit codes should be reported to the UI, not just the console"
2016-7,2016-7,True,2016-7,2016-7,replace settings variables in debugger config #8042
2016-7,2016-7,True,2016-7,2016-7,Fix extension install when drop into code
2016-7,2016-7,False,,2016-7,Fixes #8794
2016-7,2016-7,True,2016-7,2016-7,Fixes #7500: Only update CSS if needed
2016-7,2016-7,True,2016-7,2016-7,Replaced README image of product to reflect new UI
2016-7,2016-7,True,2016-7,2016-7,Tyriar/cli help format
2016-7,2016-7,True,2016-7,2016-7,Fixes mousewheel zoom in case of inline diff view
2016-7,2016-7,True,2016-7,2016-7,Fixes invisible cursor in long editor lines
2016-7,2016-7,True,2016-7,2016-7,Fixes #8617: Use native EOL sequence
2016-7,2016-7,False,,2016-7,Exploration
2016-7,2016-7,True,2016-7,2016-7,Fixes #7346: Paste native EOL
2016-7,2016-7,False,,2016-7,Fix context menu redundant separator
2016-7,2016-7,False,,2016-7,Fix window title prefixDecoration
2016-7,2016-7,False,,2016-7,Add a little top-padding on the editor container
2016-7,2016-7,True,2016-7,2016-7,"Git Commit.Template, Restore Previous Commit Msg On Undo"
2016-7,2016-7,True,2016-7,2016-7,Fixes #7301: Set LANG for terminal process
2016-7,2016-7,True,2016-7,2016-7,Variable Substitution Relative Path
2016-10,2016-7,False,,2016-7,Emmet: Encode\Decode action & preferences
2016-7,2016-7,True,2016-7,2016-7,Fix sensitivity not always being applied.
2016-7,2016-7,True,2016-7,2016-7,Inline SVG images during build
2016-7,2016-7,False,,2016-7,Addition of GO INTO T-SQL syntax
2016-8,2016-7,True,2016-8,2016-7,Add mouse-keyboard event crossover to prevent menu bar from showing up after multi-selecting.
2016-7,2016-7,True,2016-7,2016-7,Migrate EditorActions wrt context menu
2016-8,2016-7,False,,2016-7,Add editor description to tab titles
2016-7,2016-7,True,2016-7,2016-7,Fix debounceEvent
2016-7,2016-7,True,2016-7,2016-7,Clean up side by side container
2017-9,2016-7,False,,2016-7,Added new commands to allow finer-grain line navigation
2016-7,2016-7,False,,2016-7,Master
2016-7,2016-7,True,2016-7,2016-7,Collect telemetry for #55
2016-8,2016-7,True,2016-8,2016-7,Fixes #7749 - Focus on CodeLens click
2016-7,2016-7,True,2016-7,2016-7,reparent editor container for #8579
2019-10,2016-7,False,,2016-7,Fix task schema suppressTaskName and echoCommand defaultValue.
2016-7,2016-7,True,2016-7,2016-7,Folding icon collides with git decorations: Create a div per linedecoration
2016-7,2016-7,False,,2016-7,C syntax - Match for pointer access added to c.json
2016-7,2016-7,True,2016-7,2016-7,Introduce a move command for the editor
2016-7,2016-7,True,2016-7,2016-7,Auto indenting python code
2016-7,2016-7,True,2016-7,2016-7,Fix typo
2016-8,2016-7,False,,2016-7,Remove terminal focus command
2016-7,2016-7,True,2016-7,2016-7,#55: Batch results for IPC
2016-8,2016-7,True,2016-8,2016-7,Follow and watch settings.json single-level symlinks
2016-8,2016-7,True,2016-8,2016-7,Allow workspaceContains to specify directories (fixes #8295).
2016-7,2016-7,True,2016-7,2016-7,Support IMEs in integrated terminal
2016-7,2016-7,True,2016-7,2016-7,Add a context menu to the terminal
2016-7,2016-7,True,2016-7,2016-7,Added more T-SQL keywords
2016-8,2016-7,True,2016-8,2016-7,[Terminal] Run entire text if selection is empty
2016-7,2016-7,False,,2016-7,fixes glibc dep issue on rhel 6
2016-7,2016-7,True,2016-7,2016-7,"Added missing ""rem"" unit"
2016-9,2016-7,False,,2016-7,Fixes #9482: AutoClosePair between tags
2016-7,2016-7,True,2016-7,2016-7,"Implement lineViewTop, lineViewBottom, lineViewCenter"
2016-7,2016-7,True,2016-7,2016-7,Fix minor spelling mistake in comment: Iff > If
2016-7,2016-7,True,2016-7,2016-7,#55: Add performance test for QuickOpen
2016-7,2016-7,True,2016-7,2016-7,registerDocumentLinkProvider
2016-7,2016-7,True,2016-7,2016-7,Replace deprecated __ language APIs with language-configuration alternative
2016-7,2016-7,True,2016-7,2016-7,#55: Improve result sorting performance
2016-10,2016-7,False,,2016-7,Folding end pattern for C based languages
2016-7,2016-7,True,2016-7,2016-7,Bold markdown headings for accessibility
2016-7,2016-7,True,2016-7,2016-7,Add file walk telemetry
2016-7,2016-7,True,2016-7,2016-7,Fixes for PowershellSyntax.tmLanguage
2016-8,2016-7,True,2016-8,2016-7,Detect shebang for Groovy files
2017-1,2016-7,False,,2016-7,Incrementally post-process unsorted results
2016-8,2016-7,True,2016-8,2016-7,Addresses #3690 high-contrast less hacky in editor
2016-8,2016-7,True,2016-8,2016-7,Travis builds post coverage info to coveralls.io and add README badge.
2016-8,2016-7,True,2016-8,2016-7,Restore Previous Commit Message on Undo Last Commit
2016-7,2016-7,True,2016-7,2016-7,Add emmet support for .pug files
2016-8,2016-7,True,2016-8,2016-7,Improve evaluate on hover feature.
2016-7,2016-7,True,2016-7,2016-7,Fix #9922: Roll back PowerShell syntax definition
2016-8,2016-7,False,,2016-7,Debug: Allow click to show getter property value
2016-8,2016-7,False,,2016-7,Update default project.json TFMs
2016-8,2016-7,True,2016-8,2016-7,Check if adapter is null and let it print errors
2016-8,2016-8,False,,2016-8,A file open with auto-detected encoding.
2016-8,2016-8,True,2016-8,2016-8,add `resolveWorkspaceSymbol`
2016-8,2016-8,True,2016-8,2016-8,add custom link provider for vscode.d.ts
2016-8,2016-8,True,2016-8,2016-8,refine DocumentLinkProvider
2016-8,2016-8,False,,2016-8,Remove comma from not allowed characters in capture group
2016-8,2016-8,False,,2016-8,Modification to the VS code startup batch file for #7619
2016-8,2016-8,False,,2016-8,Sort and limit file results in search process
2016-8,2016-8,False,,2016-8,Modification to the VS code startup batch file for #7619
2016-8,2016-8,True,2016-8,2016-8,Support CompletionItemKind.Method
2016-8,2016-8,False,,2016-8,Updated package extensions to associate files
2016-8,2016-8,True,2016-8,2016-8,don't auto close on single quote
2016-8,2016-8,True,2016-8,2016-8,removed ocaml extensions
2016-8,2016-8,False,,2016-8,Update to Electron 1.x
2016-8,2016-8,True,2016-8,2016-8,Fix show in IE11
2016-8,2016-8,True,2016-8,2016-8,Make text edits more minimal
2016-8,2016-8,False,,2016-8,Implement terminal scroll bar
2016-8,2016-8,True,2016-8,2016-8,Fix flipping axes behavior.
2016-8,2016-8,False,,2016-8,Add .bash_aliases to ShellScript extensions
2016-8,2016-8,False,,2016-8,Added bash_aliases to fileTypes
2016-8,2016-8,False,,2016-8,Dispose editors that get hidden to tackle context issues
2016-8,2016-8,True,2016-8,2016-8,Spelling problem fixed...
2016-8,2016-8,True,2016-8,2016-8,fix clearTimeout
2016-8,2016-8,True,2016-8,2016-8,Git commit using '--signoff'
2016-8,2016-8,True,2016-8,2016-8,Git: Ignore untracked files in change count badge
2016-8,2016-8,True,2016-8,2016-8,Extract ContextKeyService from KeybindingsService
2016-8,2016-8,False,,2016-8,TypeScript first line matching added.
2016-8,2016-8,True,2016-8,2016-8,Fixed `code.sh` to start VS Code under Cygwin.
2017-11,2016-8,False,,2016-8,Fix `import statement` snippet for typescriptreact
2016-8,2016-8,True,2016-8,2016-8,Added editor.fontWeight and terminal.integrated.fontWeight configuration
2016-8,2016-8,False,,2016-8,add gitignore for .vscode folder
2016-8,2016-8,True,2016-8,2016-8,Allow for menu contributions in folders of the explorer
2016-8,2016-8,True,2016-8,2016-8,Fixes #10556: considering non open files dirty count using file dirty event
